Instancia,Incumbent,BestBd,Gap,TempoExecucao(s),NosExplorados
instances/scenario4/not_correlated_sc4/700/kpfs_3.txt,1467,1492,0.0170416,1800.05,53925
instances/scenario4/not_correlated_sc4/700/kpfs_4.txt,1412,1412,0,1138.81,52328
instances/scenario4/not_correlated_sc4/700/kpfs_5.txt,1305,1343,0.0291188,1800.04,55776
instances/scenario4/not_correlated_sc4/700/kpfs_6.txt,1555,1581,0.0167203,1800.05,44070
instances/scenario4/not_correlated_sc4/700/kpfs_7.txt,1388,1412,0.0172911,1800.05,50292
instances/scenario4/not_correlated_sc4/700/kpfs_8.txt,1486,1532,0.0309556,1800.03,29889
instances/scenario4/not_correlated_sc4/700/kpfs_9.txt,1328,1363,0.0263554,1800.05,51082
instances/scenario4/not_correlated_sc4/800/kpfs_1.txt,1554,1591,0.0238095,1800.04,37260
instances/scenario4/not_correlated_sc4/800/kpfs_10.txt,1365,1415,0.03663,1800.05,37535
instances/scenario4/not_correlated_sc4/800/kpfs_2.txt,1515,1548,0.0217822,1800.05,46268
instances/scenario4/not_correlated_sc4/800/kpfs_3.txt,1420,1449,0.0204225,1800.03,46354
instances/scenario4/not_correlated_sc4/800/kpfs_4.txt,1408,1418,0.00710227,1800.02,60956
instances/scenario4/not_correlated_sc4/800/kpfs_5.txt,1593,1652,0.037037,1800.02,24192
instances/scenario4/not_correlated_sc4/800/kpfs_6.txt,1384,1449,0.0469653,1800.01,29828
instances/scenario4/not_correlated_sc4/800/kpfs_7.txt,1378,1413,0.0253991,1800.05,38291
instances/scenario4/not_correlated_sc4/800/kpfs_8.txt,1518,1566,0.0316206,1800.04,33980
instances/scenario4/not_correlated_sc4/800/kpfs_9.txt,1411,1420,0.00637845,1800.05,71142
