Scenario,CorrelationType,Size,InstanceFile,Algorithm,Run,ObjectiveValue,ExecutionTime,Error
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,3,778.000000,0.0902,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,4,780.000000,0.0885,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,5,763.000000,0.1097,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,6,777.000000,0.0857,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,7,778.000000,0.1262,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,8,782.000000,0.0886,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,9,798.000000,0.1441,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,10,790.000000,0.1408,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,11,756.000000,0.1707,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,12,778.000000,0.0972,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,13,737.000000,0.0695,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,14,767.000000,0.0983,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,15,743.000000,0.0891,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,1,850.000000,0.1575,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,2,797.000000,0.0819,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,3,822.000000,0.1364,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,4,828.000000,0.1276,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,5,827.000000,0.1249,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,6,814.000000,0.1670,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,7,833.000000,0.0671,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,8,836.000000,0.1556,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,9,814.000000,0.1401,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,10,829.000000,0.0636,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,11,826.000000,0.1217,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,12,833.000000,0.0781,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,13,800.000000,0.0713,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,14,825.000000,0.1193,
scenario1,correlated_sc1,500,kpfs_9.txt,REACT_GRASP,15,838.000000,0.0741,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,1,757.000000,0.1338,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,2,738.000000,0.1217,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,3,764.000000,0.0715,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,4,821.000000,0.1791,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,5,735.000000,0.1075,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,6,740.000000,0.1232,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,7,743.000000,0.1264,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,8,786.000000,0.0880,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,9,757.000000,0.1258,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,10,766.000000,0.0641,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,11,790.000000,0.2067,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,12,758.000000,0.0820,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,13,813.000000,0.0960,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,14,734.000000,0.1226,
scenario1,correlated_sc1,500,kpfs_10.txt,REACT_GRASP,15,810.000000,0.1864,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,1,661.000000,0.1351,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,2,671.000000,0.2484,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,3,672.000000,0.2190,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,4,661.000000,0.2654,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,5,633.000000,0.1382,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,6,644.000000,0.1383,
scenario1,correlated_sc1,700,kpfs_1.txt,REACT_GRASP,7,678.000000,0.1730,
